review_group,SITE_SK,DIRECTION_SK,start,end,action,confidence,diagnosis,reviewer,status
G0205,205,352,2022-04-05,2022-04-08,restore,high,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,352,2022-09-23,2022-09-24,restore,high,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0205,205,352,2024-06-21,2024-06-23,restore,high,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,353,2022-05-18,2022-05-19,restore,medium,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0205,205,353,2022-10-23,2022-10-24,restore,medium,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,353,2023-01-05,2023-01-07,restore,medium,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,353,2024-06-13,2024-06-14,restore,high,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0205,205,353,2024-08-07,2024-08-08,restore,high,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0205,205,353,2024-08-21,2024-08-22,restore,high,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0205,205,353,2025-05-22,2025-05-23,restore,high,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,353,2025-10-28,2025-10-30,restore,high,"Both directions and every nearby counter fell to a few percent of normal together (a weather or flood day), so the zeros are real low riding, not an outage.",count-reviewer,proposed
G0205,205,353,2026-08-12,2026-08-13,restore,high,"Zeros are in the dusk-to-dawn window, when this path is normally empty (hourly means under 1 bike after 18:00 in winter, 0 from 20:00 to 04:00); the other direction and site 207 were equally quiet.",count-reviewer,proposed
G0255,255,,2015-06-18,2015-06-23,uncertain,low,"Very low counts that may be wet weather or a partial NE fault; NE was set missing and SW kept, so the directions are treated inconsistently.",count-reviewer,proposed
G0255,255,,2016-04-29,2016-05-02,missing,high,"Phantom counts in both directions around the clock (sensor fault), not bikes.",count-reviewer,proposed
G0255,255,318,2013-01-26,2013-01-29,restore,medium,"Low counts during the ex-TC Oswald storm / Australia Day long weekend are real; both directions show the same low, scattered pattern, but only NE was removed.",count-reviewer,proposed
G0255,255,318,2015-02-04,2015-02-04,missing,high,"One channel reported a corrupt 255 (0xFF) value in the 15:00 slot, inflating the day's total.",count-reviewer,proposed
G0255,255,318,2018-06-23,2018-07-22,missing,high,"NE sensor largely failed; it recorded a small, flat trickle while SW counted normally, and zero_outage only removed the ends of the run.",count-reviewer,proposed
G0255,255,319,2012-10-03,2012-10-03,missing,high,Counter outage on a weekday; the NE side was already set missing by zero_outage but SW was kept.,count-reviewer,proposed
G0255,255,319,2013-08-18,2013-08-18,missing,high,Whole-day zero in both directions is an outage; NE was set missing but SW zeros were kept.,count-reviewer,proposed
G0255,255,319,2015-05-22,2015-05-24,restore,medium,Low counts on a wet Friday-Sunday are real; both directions fell together but only SW was removed.,count-reviewer,proposed
G0255,255,319,2016-06-03,2016-06-06,restore,medium,Very low weekend counts during the June 2016 East Coast Low storm are real; both directions show them but only SW was removed.,count-reviewer,proposed
G0255,255,319,2018-06-23,2019-06-28,uncertain,low,"SW data from the short reactivations in mid-2018 and June 2019 look plausible, but NE had failed then, so they cannot be checked against the other direction.",count-reviewer,proposed
G0269,269,,2021-03-20,2021-03-20,restore,medium,zero_outage removed genuine low counts on the first day of the March 2021 flood rains; the following wet days (21-23 Mar) at the same low level were kept.,count-reviewer,proposed
G0269,269,,2021-12-07,2021-12-07,uncertain,low,"A single day of data inside a 25-day both-direction outage (17 Nov-11 Dec 2021) with a daily total at a normal level but an hourly profile shifted several hours early, suggesting a clock fault or buffered data dump.",count-reviewer,proposed
G0269,269,,2022-03-26,2022-03-26,uncertain,low,Isolated day of data while the failing counter was otherwise reporting zeros; profile is plausible but level is low relative to neighbours.,count-reviewer,proposed
G0269,269,,2022-03-28,2022-03-28,missing,medium,"Partial-day report from the failing counter: the whole weekday morning peak is zero in both directions, so the day total is an undercount.",count-reviewer,proposed
G0269,269,346,2020-02-09,2020-02-09,restore,medium,zero_outage removed a genuine near-empty day during the February 2020 Sydney deluge; the counter was working and the other direction's matching low count was kept.,count-reviewer,proposed
G0269,269,346,2021-03-14,2021-03-14,restore,medium,zero_outage removed a genuine wet-day low count; neighbours fell by the same proportion.,count-reviewer,proposed
G0389,389,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,389,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,389,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,389,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,389,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,389,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,390,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,390,759,2023-07-13,2024-11-07,uncertain,medium,"Step change in detection from 2024-11-08 on this road-lane zone that persists to 2026 and is not seen in the other zones, so data before and after may not be comparable (earlier data probably under-detects road riders).",count-reviewer,proposed
G0389,390,939,2023-07-13,2024-11-07,uncertain,medium,"Step change in detection from 2024-11-08 on this road-lane zone that persists to 2026 and is not seen in the other zones, so data before and after may not be comparable (earlier data probably under-detects road riders).",count-reviewer,proposed
G0389,391,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,391,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,391,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,391,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,391,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,391,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,392,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,392,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,392,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,392,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,392,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,392,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,393,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,393,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,393,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,393,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,393,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,393,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,394,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,394,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,394,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,394,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,394,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,394,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,395,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,395,748,2025-10-21,2025-10-21,restore,high,A stray whole-day warning on a 1-2 bike/day crossing zone on a day the camera was running; it is a zero day.,count-reviewer,proposed
G0389,396,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,396,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,396,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,396,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,396,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,396,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,396,786,2024-05-24,2024-09-11,uncertain,low,Smaller weekday midday one-direction bursts of the same kind as 2024-06-14/17 may also be misclassifications.,count-reviewer,proposed
G0389,396,786,2024-06-14,2024-06-14,missing,medium,"Weekday midday burst in one footpath zone only, with no matching OUT flow anywhere at the intersection, so it is almost certainly misclassified road users (pedestrians or similar), not bikes.",count-reviewer,proposed
G0389,396,786,2024-06-17,2024-06-17,missing,medium,"Weekday midday burst in one footpath zone only, with no matching OUT flow anywhere at the intersection, so it is almost certainly misclassified road users (pedestrians or similar), not bikes.",count-reviewer,proposed
G0389,397,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,397,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,397,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,397,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2023-11-30,2024-06-06,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,397,,2024-06-07,2024-06-07,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2024-06-12,2024-06-12,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,397,,2024-06-13,2025-06-30,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,,2023-07-13,2023-09-26,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,,2023-09-27,2023-09-27,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,398,,2023-10-10,2023-10-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,398,,2023-10-11,2023-11-09,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,,2023-11-10,2023-11-10,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
G0389,398,,2023-11-11,2023-11-20,restore,high,"Up to 2025-06 this camera published a whole day of warning records for any direction that detected no bikes that day; on days the camera was otherwise running these are true zero days, so warning_missing understates completeness (restore to 0).",count-reviewer,proposed
G0389,398,,2023-11-29,2023-11-29,missing,medium,"Partial-day camera outage adjoining a whole-counter outage: the counter recorded only part of the day, and the rest shows as good zeros or whole-day warnings.",count-reviewer,proposed
